price,location,distance,amenities,ratings,type
14000,"MG Road, Bangalore",,Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Superb breakfast,9.3,Deluxe Double or Twin Room
877,Bangalore,,Room service Facilities for disabled guests 24-hour front desk ,6.2,Standard Double Room
3600,Bangalore,,Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk Tea/coffee maker in all rooms Good breakfast,8.1,Deluxe Twin Room
9750,Bangalore,,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Very good breakfast,8.2,Executive Club Room
7250,Bangalore,,Indoor swimming pool Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Very good breakfast,8.1,Superior Room
12000,Bangalore,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.7,Deluxe King Room
6500,"Ulsoor, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Very good breakfast,7.9,King Room
3440,"HSR Layout, Bangalore",,Room service Restaurant Free WiFi Non-smoking rooms Facilities for disabled guests Family rooms 24-hour front desk Laundry Tea/coffee maker in all rooms Breakfast ,7.876315789473685,Standard Twin Room
2050,"Koramangala, Bangalore",,Room service Free WiFi 24-hour front desk Breakfast ,7.6,Deluxe Room
3646,"Indiranagar, Bangalore",,Airport shuttle Room service Restaurant Free WiFi Free parking Non-smoking rooms 24-hour front desk Laundry Tea/coffee maker in all rooms Very good breakfast,8.4,Executive Room
4536,"Koramangala, Bangalore",,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Breakfast ,6.2,Twin Room with Balcony
3440,"HSR Layout, Bangalore",,Room service Restaurant Free WiFi Non-smoking rooms Facilities for disabled guests Family rooms 24-hour front desk Laundry Tea/coffee maker in all rooms Breakfast ,7.876315789473685,Standard Twin Room
2249,"Electronic City, Bangalore",,Free WiFi Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms ,10.0,Standard King Room
2799,"Koramangala, Bangalore",,Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms ,8.0,Junior Suite
4299,Bangalore,,Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk Tea/coffee maker in all rooms Good breakfast,7.4,Standard Queen Room
11000,Bangalore,,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.3,Luxury Room Garden View
5299,Bangalore,,Airport shuttle Fitness centre Room service Restaurant Free WiFi Non-smoking rooms Facilities for disabled guests 24-hour front desk Bar Good breakfast,7.6,Standard Queen Room
1800,Bangalore,,Airport shuttle Room service Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,9.1,Deluxe Room
3850,"Brookefield, Bangalore",,Airport shuttle (free) Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Laundry Breakfast ,8.6,Standard Queen Room
1280,Bangalore,,Airport shuttle Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Laundry Breakfast ,6.9,Standard Twin Room
2429,"Indiranagar, Bangalore",,Free WiFi Free parking ,7.876315789473685,Superior King Room
1596,Bangalore,,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,9.2,Deluxe Room
4999,"Whitefield, Bangalore",,Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Facilities for disabled guests Tea/coffee maker in all rooms Breakfast ,8.5,Studio
3178,"Koramangala, Bangalore",,Room service Restaurant Non-smoking rooms Family rooms 24-hour front desk Laundry Breakfast ,8.8,Deluxe Double Room
3033,"Indiranagar, Bangalore",,Free WiFi Non-smoking rooms ,7.1,Standard Double Room
1760,"Jayanagar, Bangalore",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.7,Deluxe Room
3399,"JP Nagar, Bangalore",,Airport shuttle Spa and wellness centre Fitness centre Room service Free WiFi Free parking Non-smoking rooms Facilities for disabled guests Bar Breakfast ,6.0,Standard Double Room
5265,Bangalore,,Airport shuttle Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Laundry Breakfast ,8.9,Two-Bedroom Apartment
5500,Bangalore,,Outdoor swimming pool Airport shuttle (free) Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Bar Breakfast ,8.7,Family Room
1200,Bangalore,,,7.876315789473685,Budget Double Room
2176,Bangalore,,Airport shuttle Spa and wellness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Breakfast ,8.1,Standard Double or Twin Room
2344,"Bangalore Shopping Area, Bangalore",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Laundry Breakfast ,6.2,Standard Double Room
5999,"Gandhi nagar, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,7.3,Superior Queen Room - Non-Smoking
1625,Bangalore,,Airport shuttle Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Very good breakfast,8.4,Deluxe Double or Twin Room
11000,Bangalore,,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.3,Luxury Room Garden View
1520,"Gandhi nagar, Bangalore",,Airport shuttle Room service Free WiFi Free parking Non-smoking rooms Facilities for disabled guests Family rooms 24-hour front desk ,7.0,Standard Double Room
2344,"Bangalore Shopping Area, Bangalore",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Laundry Breakfast ,6.2,Standard Double Room
5999,"Gandhi nagar, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,7.3,Superior Queen Room - Non-Smoking
3646,"Indiranagar, Bangalore",,Airport shuttle Room service Restaurant Free WiFi Free parking Non-smoking rooms 24-hour front desk Laundry Tea/coffee maker in all rooms Very good breakfast,8.4,Executive Room
9500,"MG Road, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.7,Deluxe Room City View  King Bed
7000,"Yeshwantpur, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Bar Very good breakfast,8.7,Superior Double Room with City View
4536,"Koramangala, Bangalore",,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Breakfast ,6.2,Twin Room with Balcony
4499,"Nagavara, Bangalore",,Fitness centre Room service Restaurant Free parking Non-smoking rooms Facilities for disabled guests Family rooms 24-hour front desk Bar Very good breakfast,7.6,Standard Room with One Double Bed
7700,"MG Road, Bangalore",,2 swimming pools Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Very good breakfast,8.2,Deluxe Double Room
6500,"Whitefield, Bangalore",,Outdoor swimming pool Airport shuttle (free) Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Very good breakfast,8.1,Superior Room City View Queen Bed
2813,"Bangalore Shopping Area, Bangalore",,Free WiFi Free parking Non-smoking rooms Family rooms ,8.0,Budget Double Room
4635,"Brookefield, Bangalore",,Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Facilities for disabled guests Bar Good breakfast,7.2,Superior Room - 2 Single Beds
9999,"Jayanagar, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,8.1,Executive Room
2950,"Koramangala, Bangalore",,Airport shuttle Fitness centre Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Good breakfast,7.7,Deluxe Double Room
14000,"MG Road, Bangalore",,Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Superb breakfast,9.3,Deluxe Double or Twin Room
858,Bangalore,,Room service Facilities for disabled guests 24-hour front desk ,6.2,Standard Double Room
3600,Bangalore,,Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk Tea/coffee maker in all rooms Good breakfast,8.1,Deluxe Twin Room
9750,Bangalore,,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Very good breakfast,8.2,Executive Club Room
7250,Bangalore,,Indoor swimming pool Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Very good breakfast,8.1,Superior Room
12000,Bangalore,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.7,Deluxe King Room
6500,"Ulsoor, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Very good breakfast,7.9,King Room
3440,"HSR Layout, Bangalore",,Room service Restaurant Free WiFi Non-smoking rooms Facilities for disabled guests Family rooms 24-hour front desk Laundry Tea/coffee maker in all rooms Breakfast ,7.876315789473685,Standard Twin Room
1964,"Marathahalli, Bangalore",,Room service Free WiFi Family rooms 24-hour front desk ,8.6,Deluxe Room
2050,"Koramangala, Bangalore",,Room service Free WiFi 24-hour front desk Breakfast ,7.6,Deluxe Room
11000,Bangalore,,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.3,Luxury Room Garden View
1520,"Gandhi nagar, Bangalore",,Airport shuttle Room service Free WiFi Free parking Non-smoking rooms Facilities for disabled guests Family rooms 24-hour front desk ,7.0,Standard Double Room
2344,"Bangalore Shopping Area, Bangalore",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Laundry Breakfast ,6.2,Standard Double Room
5999,"Gandhi nagar, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,7.3,Superior Queen Room - Non-Smoking
1625,Bangalore,,Airport shuttle Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Very good breakfast,8.4,Deluxe Double or Twin Room
3646,"Indiranagar, Bangalore",,Airport shuttle Room service Restaurant Free WiFi Free parking Non-smoking rooms 24-hour front desk Laundry Tea/coffee maker in all rooms Very good breakfast,8.4,Executive Room
9500,"MG Road, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.7,Deluxe Room City View  King Bed
7000,"Yeshwantpur, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Bar Very good breakfast,8.7,Superior Double Room with City View
4499,"Nagavara, Bangalore",,Fitness centre Room service Restaurant Free parking Non-smoking rooms Facilities for disabled guests Family rooms 24-hour front desk Bar Very good breakfast,7.6,Standard Room with One Double Bed
5040,"Koramangala, Bangalore",,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Breakfast ,6.2,Twin Room with Balcony
7700,"MG Road, Bangalore",,2 swimming pools Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Very good breakfast,8.2,Deluxe Double Room
6500,"Whitefield, Bangalore",,Outdoor swimming pool Airport shuttle (free) Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Very good breakfast,8.1,Superior Room City View Queen Bed
4635,"Brookefield, Bangalore",,Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Facilities for disabled guests Bar Good breakfast,7.2,Superior Room - 2 Single Beds
9999,"Jayanagar, Bangalore",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,8.1,Executive Room
2950,"Koramangala, Bangalore",,Airport shuttle Fitness centre Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Good breakfast,7.7,Deluxe Double Room
14000,"MG Road, Bangalore",,Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Superb breakfast,9.3,Deluxe Double or Twin Room
3126,"Bangalore Shopping Area, Bangalore",,Free WiFi Free parking Non-smoking rooms Family rooms ,8.0,Budget Double Room
858,Bangalore,,Room service Facilities for disabled guests 24-hour front desk ,6.2,Standard Double Room
3600,Bangalore,,Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk Tea/coffee maker in all rooms Good breakfast,8.1,Deluxe Twin Room
9750,Bangalore,,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Very good breakfast,8.2,Executive Club Room
7250,Bangalore,,Indoor swimming pool Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Very good breakfast,8.1,Superior Room
12000,Bangalore,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.7,Deluxe King Room
